spA	spB	mya	mean_pct_id	frac_sig	n_hits	group
dcspemari	melemax	1341.483290155	25.2443404780402	0.0	29	Cross-group
dcspemari	mlemcat	1341.483290165	33.28789671346774	0.0	942	Cross-group
dcspemari	mmelmel	1341.483290155	31.035207448802904	0.0	851	Cross-group
dcspemari	morcorc	1341.483290155	28.715502567925885	0.0	511	Cross-group
dcspemari	ocsyccili	1341.483290135	32.220639580051824	0.0	806	Cross-group
dcspemari	qeallfusc	1341.483290135	32.98507989504373	0.0	978	Cross-group
dcspemari	qelepcurv	1341.483290135	30.993795659424595	0.0	787	Cross-group
dcspemari	qeorcflav	1341.483290135	29.026242419654373	0.0	571	Cross-group
dcspemari	roscan_s	112.324190028	29.954263803009106	0.0	578	Viridiplantae
dcspemari	rviplat	1341.483290175	28.017925992052785	0.0	388	Cross-group
dcspemari	tnlinlong	1341.483290105	31.69081088463697	0.0	918	Cross-group
dcspemari	tzbugstol	1341.4832901099999	28.17836318048493	0.0	397	Cross-group
dcspemari	tzmemmemb	1341.4832901099999	30.704129767327533	0.0	746	Cross-group
dcspemari	wpalivire	1341.483290115	32.62442221853487	0.0	816	Cross-group
dcspemari	wplepclav	1341.483290115	26.17164141917511	0.0	154	Cross-group
dcspemari	xblimfort	1341.48329015	29.46479911178691	0.0	736	Cross-group
dcspemari	xggibmagu	1341.48329014	31.20868179672517	0.0	752	Cross-group
ddarathal	ddbarvulg	15.429199199	32.80281462247774	0.0	964	Viridiplantae
ddarathal	ddeuppepu	106.9428139725	29.711241907588366	0.0	538	Viridiplantae
ddarathal	ddhotpalu	112.324190033	25.55562682158216	0.0	72	Viridiplantae
ddarathal	ddmerannu	106.9428139725	29.80816307164148	0.0	735	Viridiplantae
ddarathal	ddpopnigr	106.94281397750001	31.829435057069144	0.0	933	Viridiplantae
ddarathal	dhcorcolu	106.9428139745	25.683751687155254	0.0	91	Viridiplantae
ddarathal	dhquerobu	106.94281397949999	30.869264728098592	0.0	775	Viridiplantae
ddarathal	dmaquvulg	128.467664388	30.848215088020808	0.0	777	Viridiplantae
ddarathal	dmbervulg	128.467664388	27.09271028051345	0.0	279	Viridiplantae
ddarathal	dmthaminu	128.467664388	27.10183858272226	0.0	287	Viridiplantae
ddarathal	drastglyc	106.94281397949999	27.356837464472843	0.0	335	Viridiplantae
ddarathal	drchaangu	61.1860066	33.22785407686954	0.0	988	Viridiplantae
ddarathal	drgeuriva	106.9428139755	26.50380715513051	0.0	205	Viridiplantae
ddarathal	drhedheli	112.324190033	32.97841849856326	0.0	904	Viridiplantae
ddarathal	drmedarab	106.94281397949999	31.03052374937441	0.0	871	Viridiplantae
ddarathal	drparjuda	106.942813977	29.78538594291633	0.0	543	Viridiplantae
ddarathal	drpotanse	106.942813975	30.536862080635007	0.0	786	Viridiplantae
ddarathal	drtrifrag	106.94281397949999	32.26805822841257	0.0	925	Viridiplantae
ddarathal	eamarglac	1341.483290118	25.21360620215499	0.0	26	Cross-group
ddarathal	falosap	1341.4832901280001	26.15134931030625	0.0	148	Cross-group
ddarathal	fbarbab	1341.483290143	32.69592040361837	0.0	929	Cross-group
ddarathal	fdanrer	1341.483290143	25.788796412697977	0.0	110	Cross-group
ddarathal	fphogun	1341.483290143	25.642542127510342	0.0	83	Cross-group
ddarathal	ftaubub	1341.483290143	25.65119143414157	0.0	82	Cross-group
ddarathal	fthualb	1341.4832901425	30.574848489290687	0.0	764	Cross-group
ddarathal	fthumac	1341.4832901425	31.9707530392286	0.0	944	Cross-group
ddarathal	ftratra	1341.483290143	28.608693184561517	0.0	577	Cross-group
ddarathal	ibectpall	1341.483290146	32.20259100345105	0.0	944	Cross-group
ddarathal	icadabipu	1341.483290136	30.98343307938083	0.0	785	Cross-group
ddarathal	icagofuli	1341.4832901109999	26.05824343255337	0.0	134	Cross-group
ddarathal	icagrcyan	1341.483290136	26.388363028911147	0.0	169	Cross-group
ddarathal	icapocory	1341.4832901260002	27.907713726380173	0.0	387	Cross-group
ddarathal	iccanrust	1341.483290136	26.28163751673699	0.0	163	Cross-group
ddarathal	iccarprob	1341.4832901109999	27.5113989366662	0.0	310	Cross-group
ddarathal	iccetaura	1341.483290136	25.815803596087296	0.0	119	Cross-group
ddarathal	iccocsept	1341.483290136	26.44057288677581	0.0	209	Cross-group
ddarathal	ichalsede	1341.483290131	32.03080435686844	0.0	991	Cross-group
ddarathal	icharaxyr	1341.483290136	26.670980683572697	0.0	220	Cross-group
ddarathal	iclepmacu	1341.4832901260002	27.25900578440771	0.0	293	Cross-group
ddarathal	icmalbipu	1341.483290131	26.13450482663451	0.0	177	Cross-group
ddarathal	icnebbrev	1341.4832901109999	26.811011925073178	0.0	252	Cross-group
ddarathal	icnebsali	1341.4832901109999	27.07610668750045	0.0	280	Cross-group
ddarathal	icnicinve	1341.483290136	26.161733600599582	0.0	165	Cross-group
ddarathal	icocyolen	1341.483290131	25.76619470523277	0.0	105	Cross-group
ddarathal	icpolcerv	1341.4832901260002	26.80120889457922	0.0	220	Cross-group
ddarathal	icptemadi	1341.4832901109999	25.891478068037834	0.0	115	Cross-group
ddarathal	icquelate	1341.483290131	31.536877316751774	0.0	921	Cross-group
ddarathal	icrhafulv	1341.483290136	29.907822331106967	0.0	719	Cross-group
ddarathal	icscaquad	1341.483290136	31.01874587503229	0.0	877	Cross-group
ddarathal	icsilatra	1341.483290136	31.6462628400898	0.0	728	Cross-group
ddarathal	idacrorbc	1341.483290176	27.649722117698232	0.0	293	Cross-group
ddarathal	idantanth	1341.483290106	33.44141901734211	0.0	923	Cross-group
ddarathal	idathibis	1341.483290176	27.448278268679587	0.0	270	Cross-group
ddarathal	idbelpand	1341.483290141	26.89889364152117	0.0	220	Cross-group
ddarathal	idbibmarc	1341.483290136	25.996296894709428	0.0	106	Cross-group
ddarathal	idbomdisc	1341.483290106	28.03169639514708	0.0	484	Cross-group
ddarathal	idclutigr	1341.483290136	26.45337658691933	0.0	199	Cross-group
ddarathal	idepisucc	1341.483290146	28.1825075143723	0.0	414	Cross-group
ddarathal	idgymrotn	1341.483290146	28.855297006569256	0.0	497	Cross-group
ddarathal	idhydcyrt	1341.483290126	32.07575309919692	0.0	928	Cross-group
ddarathal	idmacatri	1341.483290136	25.63607823889756	0.0	96	Cross-group
ddarathal	idphymeln	1341.483290141	30.187392182250548	0.0	646	Cross-group
ddarathal	idpolamen	1341.483290146	28.231661019690403	0.0	429	Cross-group
ddarathal	idproazur	1341.483290141	31.235687869769095	0.0	909	Cross-group
ddarathal	ieclodipt	1341.483290093	27.897232108716032	0.0	386	Cross-group
ddarathal	ieecdtorr	1341.483290093	31.31974168445022	0.0	808	Cross-group
ddarathal	ieprobifi	1341.483290093	26.975889085532938	0.0	268	Cross-group
ddarathal	iesipalte	1341.483290093	29.26781469892806	0.0	549	Cross-group
ddarathal	iilimluna	1341.483290131	30.979281297087983	0.0	651	Cross-group
ddarathal	iilimmarm	1341.483290131	32.27981106545431	0.0	927	Cross-group
ddarathal	iilimrhom	1341.483290131	32.055685925239096	0.0	909	Cross-group
ddarathal	inchrcarn	1341.483290146	30.15020080675567	0.0	693	Cross-group
ddarathal	ipisogram	1341.483290146	27.347032659575746	0.0	312	Cross-group
ddarathal	ipnemdubi	1341.483290136	25.424831425815693	0.0	64	Cross-group
ddarathal	iyabicand	1341.483290121	26.56606401621261	0.0	233	Cross-group
ddarathal	iyambarma	1341.483290131	28.421748602474995	0.0	510	Cross-group
ddarathal	iyanddors	1341.483290136	28.21182328534456	0.0	570	Cross-group
ddarathal	iyanonige	1341.483290151	32.09335042788306	0.0	813	Cross-group
ddarathal	iyapainim	1341.483290136	28.44346240614177	0.0	478	Cross-group
ddarathal	iyathrosa	1341.483290116	31.33605648278125	0.0	997	Cross-group
ddarathal	iybomhypn	1341.483290151	30.46478444457889	0.0	671	Cross-group
ddarathal	iycoeconi	1341.483290136	26.367015127007573	0.0	173	Cross-group
ddarathal	iyectcont	1341.483290131	27.250614852336845	0.0	309	Cross-group
ddarathal	iylasvill	1341.483290131	27.11192155110136	0.0	267	Cross-group
ddarathal	iymacalbo	1341.483290131	27.10296028925776	0.0	292	Cross-group
ddarathal	iymaceuro	1341.483290136	25.406965400771025	0.0	59	Cross-group
ddarathal	iymimdahl	1341.483290151	25.10428594835904	0.0	14	Cross-group
ddarathal	iynomfabr	1341.483290151	29.614426972714703	0.0	701	Cross-group
ddarathal	iynysspin	1341.483290131	25.026191808131784	0.0	4	Cross-group
ddarathal	iyophlute	1341.4832901559998	31.190082114869675	0.0	779	Cross-group
ddarathal	iypemlugu	1341.483290136	27.32380833664579	0.0	286	Cross-group
ddarathal	iypripert	1341.483290151	30.956213027910067	0.0	744	Cross-group
ddarathal	iyseltumu	1341.483290131	26.909929334650396	0.0	300	Cross-group
ddarathal	iystephae	1341.483290136	30.33934598265628	0.0	802	Cross-group
ddarathal	iytipfemo	1341.4832901710001	25.75967575426273	0.0	111	Cross-group
ddarathal	iyvesvulg	1341.483290121	32.7509740836117	0.0	931	Cross-group
ddarathal	iyvulbima	1341.483290131	26.467034885964395	0.0	188	Cross-group
ddarathal	jadialine	1341.4832900679999	26.31750360172112	0.0	164	Cross-group
ddarathal	janemvect	1341.4832900679999	26.26092158810127	0.0	154	Cross-group
ddarathal	jaricflor	1341.483290118	29.347361508057222	0.0	519	Cross-group
ddarathal	jrhalocto	1341.483290118	27.928001970845667	0.0	452	Cross-group
ddarathal	kaaplturb	1341.483290138	25.52221829221223	0.0	71	Cross-group
ddarathal	laaliplan	160.47937723799998	27.41363110877054	0.0	285	Viridiplantae
ddarathal	laapodist	160.479377243	25.38813244888939	0.0	52	Viridiplantae
ddarathal	lapotnata	160.479377243	25.52225890942784	0.0	72	Viridiplantae
ddarathal	latrimari	160.479377243	34.136624281482206	0.001	999	Viridiplantae
ddarathal	lpcardepa	160.47937723799998	32.81729207526109	0.0	967	Viridiplantae
ddarathal	lpcypfusc	160.479377237	32.14883225571786	0.0	983	Viridiplantae
ddarathal	lpdigsang	160.47937723799998	31.527268207097357	0.0	738	Viridiplantae
ddarathal	lpelequin	160.47937723249998	31.9619800366313	0.001	969	Viridiplantae
ddarathal	lperiangu	160.4793772355	30.153408569591065	0.0	752	Viridiplantae
ddarathal	lpjunbufo	160.47937723799998	29.32532613891281	0.0	617	Viridiplantae
ddarathal	lpjuneffu	160.47937723799998	33.364375744978375	0.0	974	Viridiplantae
ddarathal	lpjunsqua	160.47937723799998	25.444451067912347	0.001	59	Viridiplantae
ddarathal	lpleeoryz	160.47937723799998	29.50946948259517	0.0	597	Viridiplantae
ddarathal	lpluzpall	160.47937723299998	30.540629727285086	0.0	892	Viridiplantae
ddarathal	lpluzsylv	160.47937723299998	31.56094462184804	0.0	955	Viridiplantae
ddarathal	lpphlprat	160.479377236	25.23323450682993	0.0	34	Viridiplantae
ddarathal	lpschlacu	160.4793772345	32.56105687666214	0.0	999	Viridiplantae
ddarathal	lpschtabe	160.4793772345	32.08417865650935	0.0	980	Viridiplantae
ddarathal	lpschtriq	160.4793772345	29.637754997669816	0.0	697	Viridiplantae
ddarathal	lsirifoet	160.47937723799998	32.71482173539645	0.0	888	Viridiplantae
ddarathal	mcanlor	1341.483290158	25.791116414752217	0.0	99	Cross-group
ddarathal	mcerela	1341.483290158	25.799669096113096	0.0	91	Cross-group
ddarathal	mdicbic	1341.483290158	29.52955431916228	0.0	538	Cross-group
ddarathal	melemax	1341.483290158	25.72589405604457	0.0	97	Cross-group
ddarathal	mlemcat	1341.483290168	26.287428998989093	0.0	196	Cross-group
ddarathal	mmelmel	1341.483290158	32.27895292356476	0.0	1000	Cross-group
ddarathal	morcorc	1341.483290158	25.742311139149542	0.0	91	Cross-group
ddarathal	ocsyccili	1341.483290138	29.825851176149943	0.0	699	Cross-group
ddarathal	qeallfusc	1341.483290138	32.53357557383234	0.0	974	Cross-group
ddarathal	qelepcurv	1341.483290138	25.62474779978332	0.0	84	Cross-group
ddarathal	qeorcflav	1341.483290138	25.489780724344698	0.0	77	Cross-group
ddarathal	roscan_s	106.942813975	32.10764613426422	0.0	915	Viridiplantae
ddarathal	rviplat	1341.483290178	25.38219434310396	0.0	51	Cross-group
ddarathal	tnlinlong	1341.483290108	30.643403104863125	0.0	791	Cross-group
ddarathal	tzbugstol	1341.4832901129998	27.50780645602719	0.0	285	Cross-group
ddarathal	tzmemmemb	1341.4832901129998	29.08621004123412	0.0	591	Cross-group
ddarathal	wpalivire	1341.483290118	26.507427449101694	0.0	191	Cross-group
ddarathal	wplepclav	1341.483290118	25.212685344171916	0.0	27	Cross-group
ddarathal	xblimfort	1341.4832901529999	28.773992707985883	0.0	684	Cross-group
ddarathal	xggibmagu	1341.483290143	27.63307046469394	0.0	270	Cross-group
ddbarvulg	ddeuppepu	106.9428139715	26.210192616120427	0.0	353	Viridiplantae
ddbarvulg	ddhotpalu	112.32419003199999	26.174080183509307	0.0	340	Viridiplantae
ddbarvulg	ddmerannu	106.9428139715	27.103817138680512	0.0	593	Viridiplantae
ddbarvulg	ddpopnigr	106.9428139765	28.34756437285032	0.0	893	Viridiplantae
ddbarvulg	dhcorcolu	106.9428139735	25.26824591621406	0.0	72	Viridiplantae
ddbarvulg	dhquerobu	106.9428139785	27.861867031271867	0.0	769	Viridiplantae
ddbarvulg	dmaquvulg	128.467664387	25.96701445552974	0.0	269	Viridiplantae
ddbarvulg	dmbervulg	128.467664387	28.5675233284062	0.0	822	Viridiplantae
ddbarvulg	dmthaminu	128.467664387	27.335868064821973	0.0	605	Viridiplantae
ddbarvulg	drastglyc	106.9428139785	26.96661161655323	0.0	528	Viridiplantae
ddbarvulg	drchaangu	61.186006598999995	29.637862679998427	0.0	990	Viridiplantae
ddbarvulg	drgeuriva	106.9428139745	27.680819387238166	0.0	685	Viridiplantae
ddbarvulg	drhedheli	112.32419003199999	28.649838784907224	0.0	982	Viridiplantae
ddbarvulg	drmedarab	106.9428139785	27.329884587982487	0.0	583	Viridiplantae
ddbarvulg	drparjuda	106.942813976	28.72218623150061	0.0	892	Viridiplantae
ddbarvulg	drpotanse	106.942813974	28.82736961391838	0.0	917	Viridiplantae
ddbarvulg	drtrifrag	106.9428139785	27.565727866802888	0.0	611	Viridiplantae
ddbarvulg	eamarglac	1341.483290117	26.17106838431234	0.0	285	Cross-group
ddbarvulg	falosap	1341.4832901270001	26.78802537978097	0.0	426	Cross-group
ddbarvulg	fbarbab	1341.483290142	26.777144065236133	0.0	479	Cross-group
ddbarvulg	fdanrer	1341.483290142	26.709751456088856	0.0	410	Cross-group
ddbarvulg	fphogun	1341.483290142	25.98593535420046	0.0	260	Cross-group
ddbarvulg	ftaubub	1341.483290142	25.64107997771687	0.0	156	Cross-group
ddbarvulg	fthualb	1341.4832901415	27.387479378752698	0.0	681	Cross-group
ddbarvulg	fthumac	1341.4832901415	27.704514877852027	0.0	751	Cross-group
ddbarvulg	ftratra	1341.483290142	26.398779291591463	0.0	369	Cross-group
ddbarvulg	ibectpall	1341.483290145	28.61598341239562	0.0	848	Cross-group
ddbarvulg	icadabipu	1341.483290135	26.984024907152957	0.0	534	Cross-group
ddbarvulg	icagofuli	1341.4832901099999	26.696803863891105	0.0	362	Cross-group
ddbarvulg	icagrcyan	1341.483290135	27.95454820759859	0.0	728	Cross-group
ddbarvulg	icapocory	1341.4832901250002	27.20720459612902	0.0	585	Cross-group
ddbarvulg	iccanrust	1341.483290135	28.110088147089648	0.0	814	Cross-group
ddbarvulg	iccarprob	1341.4832901099999	26.385726895968432	0.0	383	Cross-group
ddbarvulg	iccetaura	1341.483290135	26.307561741261	0.0	308	Cross-group
ddbarvulg	iccocsept	1341.483290135	26.738023231238166	0.0	474	Cross-group
ddbarvulg	ichalsede	1341.4832901300001	28.882440106786635	0.0	929	Cross-group
ddbarvulg	icharaxyr	1341.483290135	26.16541326301887	0.0	299	Cross-group
ddbarvulg	iclepmacu	1341.4832901250002	27.778426276585638	0.0	712	Cross-group
ddbarvulg	icmalbipu	1341.4832901300001	26.100127343040175	0.0	298	Cross-group
ddbarvulg	icnebbrev	1341.4832901099999	27.977861231197743	0.0	775	Cross-group
ddbarvulg	icnebsali	1341.4832901099999	28.47304880625856	0.0	737	Cross-group
ddbarvulg	icnicinve	1341.483290135	26.92066932647501	0.0	503	Cross-group
ddbarvulg	icocyolen	1341.4832901300001	27.3613993454648	0.0	604	Cross-group
ddbarvulg	icpolcerv	1341.4832901250002	27.55944181399233	0.0	579	Cross-group
ddbarvulg	icptemadi	1341.4832901099999	27.334173369906125	0.0	606	Cross-group
ddbarvulg	icquelate	1341.4832901300001	27.867909702114023	0.0	744	Cross-group
ddbarvulg	icrhafulv	1341.483290135	27.182691164379047	0.0	567	Cross-group
ddbarvulg	icscaquad	1341.483290135	28.584656671416248	0.0	861	Cross-group
ddbarvulg	icsilatra	1341.483290135	26.56192468493467	0.0	408	Cross-group
ddbarvulg	idacrorbc	1341.483290175	28.41608645927728	0.0	889	Cross-group
ddbarvulg	idantanth	1341.483290105	28.76789887179738	0.0	930	Cross-group
ddbarvulg	idathibis	1341.483290175	26.833562436620827	0.0	439	Cross-group
ddbarvulg	idbelpand	1341.48329014	26.94471092798371	0.0	547	Cross-group
ddbarvulg	idbibmarc	1341.483290135	25.230826670481328	0.0	63	Cross-group
ddbarvulg	idbomdisc	1341.483290105	28.11601101097941	0.0	779	Cross-group
ddbarvulg	idclutigr	1341.483290135	27.380091880769665	0.0	650	Cross-group
ddbarvulg	idepisucc	1341.483290145	28.666305062438635	0.0	933	Cross-group
ddbarvulg	idgymrotn	1341.483290145	27.915004278562765	0.0	716	Cross-group
ddbarvulg	idhydcyrt	1341.483290125	27.674017281190668	0.0	633	Cross-group
ddbarvulg	idmacatri	1341.483290135	26.87330869268895	0.0	546	Cross-group
ddbarvulg	idphymeln	1341.48329014	28.028267636754173	0.0	800	Cross-group
ddbarvulg	idpolamen	1341.483290145	28.23448532603664	0.0	742	Cross-group
ddbarvulg	idproazur	1341.48329014	29.184921017750774	0.0	956	Cross-group
ddbarvulg	ieclodipt	1341.483290092	27.96489164211096	0.0	753	Cross-group
ddbarvulg	ieecdtorr	1341.483290092	28.638357362432306	0.0	936	Cross-group
ddbarvulg	ieprobifi	1341.483290092	27.142361446815343	0.0	547	Cross-group
ddbarvulg	iesipalte	1341.483290092	28.23622425473219	0.0	807	Cross-group
ddbarvulg	iilimluna	1341.4832901300001	27.3152868636004	0.0	549	Cross-group
ddbarvulg	iilimmarm	1341.4832901300001	28.69068490244869	0.0	908	Cross-group
ddbarvulg	iilimrhom	1341.4832901300001	28.758795605616555	0.0	937	Cross-group
ddbarvulg	inchrcarn	1341.483290145	27.730327040705877	0.0	711	Cross-group
ddbarvulg	ipisogram	1341.483290145	26.75806488494619	0.0	520	Cross-group
ddbarvulg	ipnemdubi	1341.483290135	26.777063709634398	0.0	533	Cross-group
ddbarvulg	iyabicand	1341.48329012	26.63379266851328	0.0	508	Cross-group
ddbarvulg	iyambarma	1341.4832901300001	27.312819114532147	0.0	619	Cross-group
ddbarvulg	iyanddors	1341.483290135	25.403021306106957	0.0	124	Cross-group
ddbarvulg	iyanonige	1341.48329015	26.00448440528042	0.0	260	Cross-group
ddbarvulg	iyapainim	1341.483290135	26.69612054884477	0.0	464	Cross-group
ddbarvulg	iyathrosa	1341.483290115	27.104108493033884	0.0	710	Cross-group
ddbarvulg	iybomhypn	1341.48329015	28.504354674390992	0.0	941	Cross-group
ddbarvulg	iycoeconi	1341.483290135	25.10285951659573	0.0	23	Cross-group
ddbarvulg	iyectcont	1341.4832901300001	25.40668478904242	0.0	119	Cross-group
ddbarvulg	iylasvill	1341.4832901300001	27.704009783078178	0.001	688	Cross-group
ddbarvulg	iymacalbo	1341.4832901300001	26.62509200639611	0.0	450	Cross-group
ddbarvulg	iymaceuro	1341.483290135	28.092920862250526	0.0	663	Cross-group
ddbarvulg	iymimdahl	1341.48329015	25.051620786812357	0.0	16	Cross-group
ddbarvulg	iynomfabr	1341.48329015	26.274454953878298	0.0	333	Cross-group
ddbarvulg	iynysspin	1341.4832901300001	26.104744623625443	0.0	301	Cross-group
ddbarvulg	iyophlute	1341.4832901549998	26.392241613945878	0.0	420	Cross-group
ddbarvulg	iypemlugu	1341.483290135	26.516192723906634	0.0	347	Cross-group
ddbarvulg	iypripert	1341.48329015	27.621150339351114	0.0	673	Cross-group
ddbarvulg	iyseltumu	1341.4832901300001	27.197017764752047	0.0	568	Cross-group
ddbarvulg	iystephae	1341.483290135	26.41581112480258	0.0	450	Cross-group
ddbarvulg	iytipfemo	1341.4832901700001	26.829763368733744	0.0	468	Cross-group
ddbarvulg	iyvesvulg	1341.48329012	29.35749221973111	0.0	953	Cross-group
ddbarvulg	iyvulbima	1341.4832901300001	26.6678375982569	0.0	461	Cross-group
ddbarvulg	jadialine	1341.4832900669999	27.218942681372155	0.0	556	Cross-group
ddbarvulg	janemvect	1341.4832900669999	26.562326324688712	0.0	396	Cross-group
ddbarvulg	jaricflor	1341.483290117	27.63419351823004	0.0	630	Cross-group
ddbarvulg	jrhalocto	1341.483290117	28.74242230061143	0.0	796	Cross-group
ddbarvulg	kaaplturb	1341.483290137	27.15195382891493	0.0	556	Cross-group
ddbarvulg	laaliplan	160.479377237	27.506143264848752	0.0	629	Viridiplantae
ddbarvulg	laapodist	160.479377242	26.336156824755296	0.0	355	Viridiplantae
ddbarvulg	lapotnata	160.479377242	26.48653945730273	0.0	418	Viridiplantae
ddbarvulg	latrimari	160.479377242	29.602733912716747	0.0	992	Viridiplantae
ddbarvulg	lpcardepa	160.479377237	28.182622503878875	0.0	932	Viridiplantae
ddbarvulg	lpcypfusc	160.479377236	28.41474123456925	0.0	895	Viridiplantae
ddbarvulg	lpdigsang	160.479377237	26.158704121724305	0.0	311	Viridiplantae
ddbarvulg	lpelequin	160.4793772315	28.82625608114488	0.0	959	Viridiplantae
ddbarvulg	lperiangu	160.47937723450002	27.909356393273047	0.0	785	Viridiplantae
ddbarvulg	lpjunbufo	160.479377237	28.27996774004109	0.0	814	Viridiplantae
ddbarvulg	lpjuneffu	160.479377237	28.89941956612649	0.0	947	Viridiplantae
ddbarvulg	lpjunsqua	160.479377237	26.38123399835931	0.0	443	Viridiplantae
ddbarvulg	lpleeoryz	160.479377237	27.23135782760915	0.0	590	Viridiplantae
ddbarvulg	lpluzpall	160.479377232	28.02301238552965	0.0	695	Viridiplantae
ddbarvulg	lpluzsylv	160.479377232	28.000758134852287	0.0	785	Viridiplantae
ddbarvulg	lpphlprat	160.47937723500002	27.35985696555293	0.0	696	Viridiplantae
ddbarvulg	lpschlacu	160.4793772335	29.04067518502315	0.0	963	Viridiplantae
ddbarvulg	lpschtabe	160.4793772335	28.6043747599142	0.0	927	Viridiplantae
ddbarvulg	lpschtriq	160.4793772335	27.48822984659083	0.0	668	Viridiplantae
ddbarvulg	lsirifoet	160.479377237	29.53795162263225	0.001	983	Viridiplantae
ddbarvulg	mcanlor	1341.483290157	26.88962153779919	0.0	383	Cross-group
ddbarvulg	mcerela	1341.483290157	25.302136334626702	0.0	80	Cross-group
ddbarvulg	mdicbic	1341.483290157	26.188518940191614	0.0	344	Cross-group
ddbarvulg	melemax	1341.483290157	25.170406199768635	0.0	45	Cross-group
ddbarvulg	mlemcat	1341.483290167	27.155578704999748	0.0	570	Cross-group
ddbarvulg	mmelmel	1341.483290157	28.2148447444332	0.0	829	Cross-group
ddbarvulg	morcorc	1341.483290157	26.302989660776028	0.0	373	Cross-group
ddbarvulg	ocsyccili	1341.483290137	26.91585309906692	0.0	519	Cross-group
ddbarvulg	qeallfusc	1341.483290137	26.799063167136275	0.0	468	Cross-group
ddbarvulg	qelepcurv	1341.483290137	28.13115423857766	0.0	686	Cross-group
ddbarvulg	qeorcflav	1341.483290137	27.26075587307224	0.0	615	Cross-group
ddbarvulg	roscan_s	106.942813974	28.174381826339136	0.0	839	Viridiplantae
ddbarvulg	rviplat	1341.483290177	26.70797502234039	0.0	467	Cross-group
ddbarvulg	tnlinlong	1341.483290107	26.365405082724774	0.0	374	Cross-group
ddbarvulg	tzbugstol	1341.4832901119998	27.36885852687102	0.0	567	Cross-group
ddbarvulg	tzmemmemb	1341.4832901119998	26.56691079855899	0.0	432	Cross-group
ddbarvulg	wpalivire	1341.483290117	27.409293378814123	0.0	643	Cross-group
ddbarvulg	wplepclav	1341.483290117	25.332621323679486	0.0	95	Cross-group
ddbarvulg	xblimfort	1341.4832901519999	28.665380109590856	0.0	990	Cross-group
ddbarvulg	xggibmagu	1341.483290142	26.7515353058193	0.0	436	Cross-group
ddeuppepu	ddhotpalu	112.3241900255	33.187693924857314	0.0	903	Viridiplantae
ddeuppepu	ddmerannu	16.92690633	32.52590333340891	0.0	934	Viridiplantae
ddeuppepu	ddpopnigr	33.853812645000005	31.966461758529075	0.0	856	Viridiplantae
ddeuppepu	dhcorcolu	101.561437942	28.777828538229333	0.0	439	Viridiplantae
ddeuppepu	dhquerobu	101.561437947	32.76441706986516	0.0	898	Viridiplantae
ddeuppepu	dmaquvulg	128.4676643805	30.72003552218416	0.0	669	Viridiplantae
ddeuppepu	dmbervulg	128.4676643805	30.359710867270977	0.0	652	Viridiplantae
ddeuppepu	dmthaminu	128.4676643805	26.62979231564179	0.0	175	Viridiplantae
ddeuppepu	drastglyc	101.561437947	28.366379674636807	0.0	470	Viridiplantae
ddeuppepu	drchaangu	106.9428139725	32.86191378047269	0.0	920	Viridiplantae
ddeuppepu	drgeuriva	101.561437943	27.560422375268576	0.0	318	Viridiplantae
ddeuppepu	drhedheli	112.3241900255	30.857685374877317	0.0	708	Viridiplantae
ddeuppepu	drmedarab	101.561437947	32.45530777650912	0.0	870	Viridiplantae
ddeuppepu	drparjuda	101.5614379445	33.646144818294374	0.0	872	Viridiplantae
ddeuppepu	drpotanse	101.56143794249999	30.53998189249923	0.0	772	Viridiplantae
ddeuppepu	drtrifrag	101.561437947	32.03815016400056	0.0	815	Viridiplantae
ddeuppepu	eamarglac	1341.4832901105	30.39637585970184	0.0	589	Cross-group
ddeuppepu	falosap	1341.4832901205	27.84766947128725	0.0	323	Cross-group
ddeuppepu	fbarbab	1341.4832901355	27.546949894031677	0.0	265	Cross-group
ddeuppepu	fdanrer	1341.4832901355	28.23542373911886	0.0	329	Cross-group
ddeuppepu	fphogun	1341.4832901355	25.453062567490477	0.0	65	Cross-group
ddeuppepu	ftaubub	1341.4832901355	26.391286967368558	0.0	168	Cross-group
ddeuppepu	fthualb	1341.483290135	31.78537655186699	0.0	795	Cross-group
ddeuppepu	fthumac	1341.483290135	31.919158881273894	0.0	877	Cross-group
ddeuppepu	ftratra	1341.4832901355	31.008860585050773	0.0	659	Cross-group
ddeuppepu	ibectpall	1341.4832901385	30.173172235021564	0.0	614	Cross-group
ddeuppepu	icadabipu	1341.4832901285	30.907847468324544	0.0	699	Cross-group
ddeuppepu	icagofuli	1341.4832901035002	29.577480237116934	0.0	491	Cross-group
ddeuppepu	icagrcyan	1341.4832901285	33.10397921794513	0.0	965	Cross-group
ddeuppepu	icapocory	1341.4832901185	28.65473297760065	0.0	450	Cross-group
ddeuppepu	iccanrust	1341.4832901285	31.11259692557781	0.0	661	Cross-group
ddeuppepu	iccarprob	1341.4832901035002	27.397725642680925	0.0	270	Cross-group
ddeuppepu	iccetaura	1341.4832901285	26.4916533485931	0.0	180	Cross-group
ddeuppepu	iccocsept	1341.4832901285	31.92681741591367	0.0	877	Cross-group
ddeuppepu	ichalsede	1341.4832901235	32.79788532208812	0.0	904	Cross-group
ddeuppepu	icharaxyr	1341.4832901285	31.48834480022308	0.0	761	Cross-group
ddeuppepu	iclepmacu	1341.4832901185	32.718009654663604	0.0	736	Cross-group
ddeuppepu	icmalbipu	1341.4832901235	25.564476901450416	0.0	72	Cross-group
